Area,Item,average_rain_fall_mm_per_year,avg_temp,pesticides_tonnes,hg/ha_yield
China,Maize,1100,28,35,4.31
China,Maize,1100,28,50,4.322
China,Maize,1100,28,65,4.347
China,Maize,1100,31,20,3.954
China,Maize,1100,31,35,4.144
China,Maize,1100,31,50,4.127
China,Maize,1100,31,65,4.067
Brazil,Wheat,500,18,20,3.405
Brazil,Wheat,500,18,35,3.523
Brazil,Wheat,500,18,50,3.578
Brazil,Wheat,500,18,65,3.521
Brazil,Wheat,500,22,20,3.691
Brazil,Wheat,500,22,35,3.876
Brazil,Wheat,500,22,50,3.883
Brazil,Wheat,500,22,65,3.873
Brazil,Wheat,500,25,20,3.899
Brazil,Wheat,500,25,35,4.116
Brazil,Wheat,500,25,50,4.069
Brazil,Wheat,500,25,65,4.107
Brazil,Wheat,500,28,20,3.667
Brazil,Wheat,500,28,35,3.873
Brazil,Wheat,500,28,50,3.836
Brazil,Wheat,500,28,65,3.822
Brazil,Wheat,500,31,20,3.491
Brazil,Wheat,500,31,35,3.627
Brazil,Wheat,500,31,50,3.602
Brazil,Wheat,500,31,65,3.664
Brazil,Wheat,650,18,20,3.377
Brazil,Wheat,650,18,35,3.541
Brazil,Wheat,650,18,50,3.548
Brazil,Wheat,650,18,65,3.521
Brazil,Wheat,650,22,20,3.724
Brazil,Wheat,650,22,35,3.844
Brazil,Wheat,650,22,50,3.848
Brazil,Wheat,650,22,65,3.901
Brazil,Wheat,650,25,20,3.919
Brazil,Wheat,650,25,35,4.028
Brazil,Wheat,650,25,50,4.148
Brazil,Wheat,650,25,65,4.176
Brazil,Wheat,650,28,20,3.698
Brazil,Wheat,650,28,35,3.802
Brazil,Wheat,650,28,50,3.851
Brazil,Wheat,650,28,65,3.851
Brazil,Wheat,650,31,20,3.464
Brazil,Wheat,650,31,35,3.587
Brazil,Wheat,650,31,50,3.637
Brazil,Wheat,650,31,65,3.636
Brazil,Wheat,800,18,20,3.945
Brazil,Wheat,800,18,35,4.161
Brazil,Wheat,800,18,50,4.202
Brazil,Wheat,800,18,65,4.145
Brazil,Wheat,800,22,20,4.3
Brazil,Wheat,800,22,35,4.456
Brazil,Wheat,800,22,50,4.478
Brazil,Wheat,800,22,65,4.408
Brazil,Wheat,800,25,20,4.555
Brazil,Wheat,800,25,35,4.688
Brazil,Wheat,800,25,50,4.755
Brazil,Wheat,800,25,65,4.695
Brazil,Wheat,800,28,20,4.36
Brazil,Wheat,800,28,35,4.427
Brazil,Wheat,800,28,50,4.478
Brazil,Wheat,800,28,65,4.47
Brazil,Wheat,800,31,20,4.044
Brazil,Wheat,800,31,35,4.225
Brazil,Wheat,800,31,50,4.256
Brazil,Wheat,800,31,65,4.21
Brazil,Wheat,950,18,20,3.939
Brazil,Wheat,950,18,35,4.139
Brazil,Wheat,950,18,50,4.113
Brazil,Wheat,950,18,65,4.13
Brazil,Wheat,950,22,20,4.308
Brazil,Wheat,950,22,35,4.409
Brazil,Wheat,950,22,50,4.412
Brazil,Wheat,950,22,65,4.474
Brazil,Wheat,950,25,20,4.534
Brazil,Wheat,950,25,35,4.623
Brazil,Wheat,950,25,50,4.724
Brazil,Wheat,950,25,65,4.708
Brazil,Wheat,950,28,20,4.289
Brazil,Wheat,950,28,35,4.42
Brazil,Wheat,950,28,50,4.485
Brazil,Wheat,950,28,65,4.47
Brazil,Wheat,950,31,20,4.141
Brazil,Wheat,950,31,35,4.233
Brazil,Wheat,950,31,50,4.232
Brazil,Wheat,950,31,65,4.215
Brazil,Wheat,1100,18,20,3.415
Brazil,Wheat,1100,18,35,3.559
Brazil,Wheat,1100,18,50,3.578
Brazil,Wheat,1100,18,65,3.524
Brazil,Wheat,1100,22,20,3.697
Brazil,Wheat,1100,22,35,3.846
Brazil,Wheat,1100,22,50,3.884
Brazil,Wheat,1100,22,65,3.905
Brazil,Wheat,1100,25,20,3.936
Brazil,Wheat,1100,25,35,4.087
Brazil,Wheat,1100,25,50,4.109
Brazil,Wheat,1100,25,65,4.093
Brazil,Wheat,1100,28,20,3.739
Brazil,Wheat,1100,28,35,3.792
Brazil,Wheat,1100,28,50,3.835
Brazil,Wheat,1100,28,65,3.837
Brazil,Wheat,1100,31,20,3.4
Brazil,Wheat,1100,31,35,3.591
Brazil,Wheat,1100,31,50,3.593
Brazil,Wheat,1100,31,65,3.614
Brazil,Rice,500,18,20,4.023
Brazil,Rice,500,18,35,4.133
Brazil,Rice,500,18,50,4.109
Brazil,Rice,500,18,65,4.138
Brazil,Rice,500,22,20,4.341
Brazil,Rice,500,22,35,4.431
Brazil,Rice,500,22,50,4.433
Brazil,Rice,500,22,65,4.477
Brazil,Rice,500,25,20,4.543
Brazil,Rice,500,25,35,4.719
Brazil,Rice,500,25,50,4.7
Brazil,Rice,500,25,65,4.721
Brazil,Rice,500,28,20,4.279
Brazil,Rice,500,28,35,4.46
Brazil,Rice,500,28,50,4.454
Brazil,Rice,500,28,65,4.424
Brazil,Rice,500,31,20,4.023
Brazil,Rice,500,31,35,4.241
Brazil,Rice,500,31,50,4.209
Brazil,Rice,500,31,65,4.189
Brazil,Rice,650,18,20,3.987
Brazil,Rice,650,18,35,4.174
Brazil,Rice,650,18,50,4.072
Brazil,Rice,650,18,65,4.095
Brazil,Rice,650,22,20,4.282
Brazil,Rice,650,22,35,4.504
Brazil,Rice,650,22,50,4.468
Brazil,Rice,650,22,65,4.483
Brazil,Rice,650,25,20,4.516
Brazil,Rice,650,25,35,4.666
Brazil,Rice,650,25,50,4.713
Brazil,Rice,650,25,65,4.702
Brazil,Rice,650,28,20,4.326
Brazil,Rice,650,28,35,4.454
Brazil,Rice,650,28,50,4.468
Brazil,Rice,650,28,65,4.465
Brazil,Rice,650,31,20,4.093
Brazil,Rice,650,31,35,4.244
Brazil,Rice,650,31,50,4.171
Brazil,Rice,650,31,65,4.153
Brazil,Rice,800,18,20,4.62
Brazil,Rice,800,18,35,4.776
Brazil,Rice,800,18,50,4.709
Brazil,Rice,800,18,65,4.684
Brazil,Rice,800,22,20,4.913
Brazil,Rice,800,22,35,5.088
Brazil,Rice,800,22,50,5.114
Brazil,Rice,800,22,65,5.075
Brazil,Rice,800,25,20,5.139
Brazil,Rice,800,25,35,5.273
Brazil,Rice,800,25,50,5.3
Brazil,Rice,800,25,65,5.291
Brazil,Rice,800,28,20,4.88
Brazil,Rice,800,28,35,5.121
Brazil,Rice,800,28,50,5.114
Brazil,Rice,800,28,65,5.094
Brazil,Rice,800,31,20,4.642
Brazil,Rice,800,31,35,4.846
Brazil,Rice,800,31,50,4.839
Brazil,Rice,800,31,65,4.833
Brazil,Rice,950,18,20,4.627
Brazil,Rice,950,18,35,4.759
Brazil,Rice,950,18,50,4.762
Brazil,Rice,950,18,65,4.759
Brazil,Rice,950,22,20,4.92
Brazil,Rice,950,22,35,5.006
Brazil,Rice,950,22,50,5.063
Brazil,Rice,950,22,65,5.043
Brazil,Rice,950,25,20,5.112
Brazil,Rice,950,25,35,5.35
Brazil,Rice,950,25,50,5.352
Brazil,Rice,950,25,65,5.341
Brazil,Rice,950,28,20,4.918
Brazil,Rice,950,28,35,5.101
Brazil,Rice,950,28,50,5.06
Brazil,Rice,950,28,65,5.066
Brazil,Rice,950,31,20,4.637
Brazil,Rice,950,31,35,4.832
Brazil,Rice,950,31,50,4.822
Brazil,Rice,950,31,65,4.781
Brazil,Rice,1100,18,20,3.988
Brazil,Rice,1100,18,35,4.138
Brazil,Rice,1100,18,50,4.194
Brazil,Rice,1100,18,65,4.167
Brazil,Rice,1100,22,20,4.31
Brazil,Rice,1100,22,35,4.467
Brazil,Rice,1100,22,50,4.461
Brazil,Rice,1100,22,65,4.454
Brazil,Rice,1100,25,20,4.518
Brazil,Rice,1100,25,35,4.695
Brazil,Rice,1100,25,50,4.678
Brazil,Rice,1100,25,65,4.662
Brazil,Rice,1100,28,20,4.325
Brazil,Rice,1100,28,35,4.472
Brazil,Rice,1100,28,50,4.406
Brazil,Rice,1100,28,65,4.456
Brazil,Rice,1100,31,20,4.1
Brazil,Rice,1100,31,35,4.252
Brazil,Rice,1100,31,50,4.251
Brazil,Rice,1100,31,65,4.221
Brazil,Maize,500,18,20,3.665
Brazil,Maize,500,18,35,3.807
Brazil,Maize,500,18,50,3.85
Brazil,Maize,500,18,65,3.851
Brazil,Maize,500,22,20,4.049
Brazil,Maize,500,22,35,4.193
Brazil,Maize,500,22,50,4.156
Brazil,Maize,500,22,65,4.123
Brazil,Maize,500,25,20,4.24
Brazil,Maize,500,25,35,4.407
Brazil,Maize,500,25,50,4.394
Brazil,Maize,500,25,65,4.383
Brazil,Maize,500,28,20,4.018
Brazil,Maize,500,28,35,4.145
Brazil,Maize,500,28,50,4.141
Brazil,Maize,500,28,65,4.169
Brazil,Maize,500,31,20,3.758
Brazil,Maize,500,31,35,3.927
Brazil,Maize,500,31,50,3.928
Brazil,Maize,500,31,65,3.886
Brazil,Maize,650,18,20,3.676
Brazil,Maize,650,18,35,3.883
Brazil,Maize,650,18,50,3.805
Brazil,Maize,650,18,65,3.777
Brazil,Maize,650,22,20,3.954
Brazil,Maize,650,22,35,4.161
Brazil,Maize,650,22,50,4.161
Brazil,Maize,650,22,65,4.156
Brazil,Maize,650,25,20,4.286
Brazil,Maize,650,25,35,4.32
Brazil,Maize,650,25,50,4.412
Brazil,Maize,650,25,65,4.447
Brazil,Maize,650,28,20,3.976
Brazil,Maize,650,28,35,4.149
Brazil,Maize,650,28,50,4.137
Brazil,Maize,650,28,65,4.133
Brazil,Maize,650,31,20,3.76
Brazil,Maize,650,31,35,3.963
Brazil,Maize,650,31,50,3.975
Brazil,Maize,650,31,65,3.91
Brazil,Maize,800,18,20,4.347
Brazil,Maize,800,18,35,4.441
Brazil,Maize,800,18,50,4.493
Brazil,Maize,800,18,65,4.437
Brazil,Maize,800,22,20,4.614
Brazil,Maize,800,22,35,4.771
Brazil,Maize,800,22,50,4.855
Brazil,Maize,800,22,65,4.786
Brazil,Maize,800,25,20,4.829
Brazil,Maize,800,25,35,5.029
Brazil,Maize,800,25,50,4.989
Brazil,Maize,800,25,65,4.985
Brazil,Maize,800,28,20,4.637
Brazil,Maize,800,28,35,4.761
Brazil,Maize,800,28,50,4.768
Brazil,Maize,800,28,65,4.76
Brazil,Maize,800,31,20,4.38
Brazil,Maize,800,31,35,4.533
Brazil,Maize,800,31,50,4.462
Brazil,Maize,800,31,65,4.54
Brazil,Maize,950,18,20,4.261
Brazil,Maize,950,18,35,4.397
Brazil,Maize,950,18,50,4.438
Brazil,Maize,950,18,65,4.443
Brazil,Maize,950,22,20,4.589
Brazil,Maize,950,22,35,4.785
Brazil,Maize,950,22,50,4.72
Brazil,Maize,950,22,65,4.748
Brazil,Maize,950,25,20,4.832
Brazil,Maize,950,25,35,4.999
Brazil,Maize,950,25,50,5.008
Brazil,Maize,950,25,65,4.97
Brazil,Maize,950,28,20,4.632
Brazil,Maize,950,28,35,4.762
Brazil,Maize,950,28,50,4.703
Brazil,Maize,950,28,65,4.701
Brazil,Maize,950,31,20,4.37
Brazil,Maize,950,31,35,4.513
Brazil,Maize,950,31,50,4.517
Brazil,Maize,950,31,65,4.519
Brazil,Maize,1100,18,20,3.697
Brazil,Maize,1100,18,35,3.868
Brazil,Maize,1100,18,50,3.807
Brazil,Maize,1100,18,65,3.805
Brazil,Maize,1100,22,20,3.977
Brazil,Maize,1100,22,35,4.169
Brazil,Maize,1100,22,50,4.197
Brazil,Maize,1100,22,65,4.147
Brazil,Maize,1100,25,20,4.175
Brazil,Maize,1100,25,35,4.349
Brazil,Maize,1100,25,50,4.375
Brazil,Maize,1100,25,65,4.383
Brazil,Maize,1100,28,20,3.998
Brazil,Maize,1100,28,35,4.161
Brazil,Maize,1100,28,50,4.151
Brazil,Maize,1100,28,65,4.191
Brazil,Maize,1100,31,20,3.75
Brazil,Maize,1100,31,35,3.894
Brazil,Maize,1100,31,50,3.934
Brazil,Maize,1100,31,65,3.874
USA,Wheat,500,18,20,3.552
USA,Wheat,500,18,35,3.693
USA,Wheat,500,18,50,3.686
USA,Wheat,500,18,65,3.738
USA,Wheat,500,22,20,3.841
USA,Wheat,500,22,35,4.072
USA,Wheat,500,22,50,4.003
USA,Wheat,500,22,65,3.972
USA,Wheat,500,25,20,4.102
USA,Wheat,500,25,35,4.218
USA,Wheat,500,25,50,4.227
USA,Wheat,500,25,65,4.262
USA,Wheat,500,28,20,3.877
USA,Wheat,500,28,35,3.991
USA,Wheat,500,28,50,4.04
USA,Wheat,500,28,65,4.045
USA,Wheat,500,31,20,3.663
USA,Wheat,500,31,35,3.786
USA,Wheat,500,31,50,3.811
USA,Wheat,500,31,65,3.714
USA,Wheat,650,18,20,3.53
USA,Wheat,650,18,35,3.664
USA,Wheat,650,18,50,3.694
USA,Wheat,650,18,65,3.673
USA,Wheat,650,22,20,3.855
USA,Wheat,650,22,35,4.066
USA,Wheat,650,22,50,4.005
USA,Wheat,650,22,65,4.022
USA,Wheat,650,25,20,4.093
USA,Wheat,650,25,35,4.252
USA,Wheat,650,25,50,4.25
USA,Wheat,650,25,65,4.263
USA,Wheat,650,28,20,3.895
USA,Wheat,650,28,35,4.059
USA,Wheat,650,28,50,4.019
USA,Wheat,650,28,65,4.028
USA,Wheat,650,31,20,3.585
USA,Wheat,650,31,35,3.767
USA,Wheat,650,31,50,3.798
USA,Wheat,650,31,65,3.796
USA,Wheat,800,18,20,4.146
USA,Wheat,800,18,35,4.317
USA,Wheat,800,18,50,4.305
USA,Wheat,800,18,65,4.326
USA,Wheat,800,22,20,4.469
USA,Wheat,800,22,35,4.599
USA,Wheat,800,22,50,4.62
USA,Wheat,800,22,65,4.522
USA,Wheat,800,25,20,4.711
USA,Wheat,800,25,35,4.741
USA,Wheat,800,25,50,4.798
USA,Wheat,800,25,65,4.864
USA,Wheat,800,28,20,4.474
USA,Wheat,800,28,35,4.575
USA,Wheat,800,28,50,4.589
USA,Wheat,800,28,65,4.651
USA,Wheat,800,31,20,4.205
USA,Wheat,800,31,35,4.437
USA,Wheat,800,31,50,4.37
USA,Wheat,800,31,65,4.382
USA,Wheat,950,18,20,4.189
USA,Wheat,950,18,35,4.294
USA,Wheat,950,18,50,4.26
USA,Wheat,950,18,65,4.287
USA,Wheat,950,22,20,4.459
USA,Wheat,950,22,35,4.569
USA,Wheat,950,22,50,4.602
USA,Wheat,950,22,65,4.588
USA,Wheat,950,25,20,4.728
USA,Wheat,950,25,35,4.851
USA,Wheat,950,25,50,4.842
USA,Wheat,950,25,65,4.847
USA,Wheat,950,28,20,4.467
USA,Wheat,950,28,35,4.629
USA,Wheat,950,28,50,4.58
USA,Wheat,950,28,65,4.579
USA,Wheat,950,31,20,4.253
USA,Wheat,950,31,35,4.358
USA,Wheat,950,31,50,4.327
USA,Wheat,950,31,65,4.383
USA,Wheat,1100,18,20,3.554
USA,Wheat,1100,18,35,3.644
USA,Wheat,1100,18,50,3.697
USA,Wheat,1100,18,65,3.712
USA,Wheat,1100,22,20,3.871
USA,Wheat,1100,22,35,4.029
USA,Wheat,1100,22,50,3.968
USA,Wheat,1100,22,65,4.02
USA,Wheat,1100,25,20,4.091
USA,Wheat,1100,25,35,4.236
USA,Wheat,1100,25,50,4.276
USA,Wheat,1100,25,65,4.294
USA,Wheat,1100,28,20,3.914
USA,Wheat,1100,28,35,4.049
USA,Wheat,1100,28,50,4.007
USA,Wheat,1100,28,65,4.021
USA,Wheat,1100,31,20,3.643
USA,Wheat,1100,31,35,3.774
USA,Wheat,1100,31,50,3.774
USA,Wheat,1100,31,65,3.795
USA,Rice,500,18,20,4.138
USA,Rice,500,18,35,4.268
USA,Rice,500,18,50,4.278
USA,Rice,500,18,65,4.309
USA,Rice,500,22,20,4.46
USA,Rice,500,22,35,4.62
USA,Rice,500,22,50,4.63
USA,Rice,500,22,65,4.599
USA,Rice,500,25,20,4.723
USA,Rice,500,25,35,4.861
USA,Rice,500,25,50,4.813
USA,Rice,500,25,65,4.893
USA,Rice,500,28,20,4.445
USA,Rice,500,28,35,4.56
USA,Rice,500,28,50,4.579
USA,Rice,500,28,65,4.579
USA,Rice,500,31,20,4.222
USA,Rice,500,31,35,4.362
USA,Rice,500,31,50,4.36
USA,Rice,500,31,65,4.389
USA,Rice,650,18,20,4.15
USA,Rice,650,18,35,4.299
USA,Rice,650,18,50,4.302
USA,Rice,650,18,65,4.308
USA,Rice,650,22,20,4.397
USA,Rice,650,22,35,4.599
USA,Rice,650,22,50,4.545
USA,Rice,650,22,65,4.611
USA,Rice,650,25,20,4.7
USA,Rice,650,25,35,4.881
USA,Rice,650,25,50,4.886
USA,Rice,650,25,65,4.856
USA,Rice,650,28,20,4.445
USA,Rice,650,28,35,4.625
USA,Rice,650,28,50,4.594
USA,Rice,650,28,65,4.61
USA,Rice,650,31,20,4.25
USA,Rice,650,31,35,4.353
USA,Rice,650,31,50,4.394
USA,Rice,650,31,65,4.39
USA,Rice,800,18,20,4.711
USA,Rice,800,18,35,4.919
USA,Rice,800,18,50,4.911
USA,Rice,800,18,65,4.893
USA,Rice,800,22,20,5.037
USA,Rice,800,22,35,5.184
USA,Rice,800,22,50,5.194
USA,Rice,800,22,65,5.226
USA,Rice,800,25,20,5.271
USA,Rice,800,25,35,5.463
USA,Rice,800,25,50,5.413
USA,Rice,800,25,65,5.444
USA,Rice,800,28,20,5.063
USA,Rice,800,28,35,5.283
USA,Rice,800,28,50,5.169
USA,Rice,800,28,65,5.254
USA,Rice,800,31,20,4.824
USA,Rice,800,31,35,4.982
USA,Rice,800,31,50,4.974
USA,Rice,800,31,65,4.983
USA,Rice,950,18,20,4.735
USA,Rice,950,18,35,4.934
USA,Rice,950,18,50,4.876
USA,Rice,950,18,65,4.924
USA,Rice,950,22,20,5.041
USA,Rice,950,22,35,5.208
USA,Rice,950,22,50,5.178
USA,Rice,950,22,65,5.224
USA,Rice,950,25,20,5.343
USA,Rice,950,25,35,5.448
USA,Rice,950,25,50,5.444
USA,Rice,950,25,65,5.417
USA,Rice,950,28,20,5.053
USA,Rice,950,28,35,5.162
USA,Rice,950,28,50,5.183
USA,Rice,950,28,65,5.217
USA,Rice,950,31,20,4.86
USA,Rice,950,31,35,5.054
USA,Rice,950,31,50,4.952
USA,Rice,950,31,65,5.013
USA,Rice,1100,18,20,4.147
USA,Rice,1100,18,35,4.285
USA,Rice,1100,18,50,4.303
USA,Rice,1100,18,65,4.292
USA,Rice,1100,22,20,4.463
USA,Rice,1100,22,35,4.598
USA,Rice,1100,22,50,4.568
USA,Rice,1100,22,65,4.564
USA,Rice,1100,25,20,4.72
USA,Rice,1100,25,35,4.842
USA,Rice,1100,25,50,4.832
USA,Rice,1100,25,65,4.85
USA,Rice,1100,28,20,4.484
USA,Rice,1100,28,35,4.615
USA,Rice,1100,28,50,4.59
USA,Rice,1100,28,65,4.647
USA,Rice,1100,31,20,4.267
USA,Rice,1100,31,35,4.385
USA,Rice,1100,31,50,4.399
USA,Rice,1100,31,65,4.407
USA,Maize,500,18,20,3.874
USA,Maize,500,18,35,4.008
USA,Maize,500,18,50,4.008
USA,Maize,500,18,65,4.006
USA,Maize,500,22,20,4.127
USA,Maize,500,22,35,4.331
USA,Maize,500,22,50,4.269
USA,Maize,500,22,65,4.286
USA,Maize,500,25,20,4.439
USA,Maize,500,25,35,4.575
USA,Maize,500,25,50,4.595
USA,Maize,500,25,65,4.542
USA,Maize,500,28,20,4.125
USA,Maize,500,28,35,4.303
USA,Maize,500,28,50,4.313
USA,Maize,500,28,65,4.312
USA,Maize,500,31,20,3.954
USA,Maize,500,31,35,4.059
USA,Maize,500,31,50,4.081
USA,Maize,500,31,65,4.04
USA,Maize,650,18,20,3.854
USA,Maize,650,18,35,3.99
USA,Maize,650,18,50,3.968
USA,Maize,650,18,65,3.983
USA,Maize,650,22,20,4.154
USA,Maize,650,22,35,4.302
USA,Maize,650,22,50,4.363
USA,Maize,650,22,65,4.307
USA,Maize,650,25,20,4.393
USA,Maize,650,25,35,4.487
USA,Maize,650,25,50,4.523
USA,Maize,650,25,65,4.542
USA,Maize,650,28,20,4.139
USA,Maize,650,28,35,4.351
USA,Maize,650,28,50,4.305
USA,Maize,650,28,65,4.349
USA,Maize,650,31,20,3.922
USA,Maize,650,31,35,4.071
USA,Maize,650,31,50,4.067
USA,Maize,650,31,65,4.07
USA,Maize,800,18,20,4.492
USA,Maize,800,18,35,4.52
USA,Maize,800,18,50,4.53
USA,Maize,800,18,65,4.574
USA,Maize,800,22,20,4.76
USA,Maize,800,22,35,4.931
USA,Maize,800,22,50,4.924
USA,Maize,800,22,65,4.898
USA,Maize,800,25,20,5.031
USA,Maize,800,25,35,5.181
USA,Maize,800,25,50,5.156
USA,Maize,800,25,65,5.179
USA,Maize,800,28,20,4.768
USA,Maize,800,28,35,4.893
USA,Maize,800,28,50,4.931
USA,Maize,800,28,65,4.913
USA,Maize,800,31,20,4.52
USA,Maize,800,31,35,4.714
USA,Maize,800,31,50,4.596
USA,Maize,800,31,65,4.627
USA,Maize,950,18,20,4.404
USA,Maize,950,18,35,4.579
USA,Maize,950,18,50,4.582
USA,Maize,950,18,65,4.545
USA,Maize,950,22,20,4.73
USA,Maize,950,22,35,4.884
USA,Maize,950,22,50,4.984
USA,Maize,950,22,65,4.964
USA,Maize,950,25,20,4.988
USA,Maize,950,25,35,5.139
USA,Maize,950,25,50,5.116
USA,Maize,950,25,65,5.093
USA,Maize,950,28,20,4.756
USA,Maize,950,28,35,4.88
USA,Maize,950,28,50,4.907
USA,Maize,950,28,65,4.862
USA,Maize,950,31,20,4.497
USA,Maize,950,31,35,4.674
USA,Maize,950,31,50,4.681
USA,Maize,950,31,65,4.683
USA,Maize,1100,18,20,3.8
USA,Maize,1100,18,35,4.016
USA,Maize,1100,18,50,3.966
USA,Maize,1100,18,65,4.009
USA,Maize,1100,22,20,4.16
USA,Maize,1100,22,35,4.269
USA,Maize,1100,22,50,4.301
USA,Maize,1100,22,65,4.321
USA,Maize,1100,25,20,4.418
USA,Maize,1100,25,35,4.546
USA,Maize,1100,25,50,4.596
USA,Maize,1100,25,65,4.58
USA,Maize,1100,28,20,4.152
USA,Maize,1100,28,35,4.333
USA,Maize,1100,28,50,4.368
USA,Maize,1100,28,65,4.369
USA,Maize,1100,31,20,3.883
USA,Maize,1100,31,35,4.042
USA,Maize,1100,31,50,4.115
USA,Maize,1100,31,65,4.038
